loan_amount,purpose,annual_income,home_ownership,issue_date,emp_length,dti,term,Encoded Homeownership,Encoded Loan Purpose,Income Group,Term (Numeric),,,
12000,Debt consolidation,39900,RENT,11/10/2021,< 1 year,0.0292, 36 months,1,3,Medium,36,,,
11000,Debt consolidation,138000,RENT,11/05/2021,< 1 year,0.0028, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,28140,RENT,11/02/2021,< 1 year,0.2264, 36 months,1,3,Low,36,,,
7200,Debt consolidation,120000,RENT,11/04/2021,< 1 year,0.0333, 36 months,1,3,Medium,36,,,
22000,Debt consolidation,80000,RENT,11/12/2021,< 1 year,0.1614, 36 months,1,3,Medium,36,,,
22750,Debt consolidation,49404,RENT,10/11/2021,< 1 year,0.2252, 36 months,1,3,Medium,36,,,
13750,Debt consolidation,35000,RENT,10/06/2021,< 1 year,0.2489, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,60000,RENT,11/08/2021,< 1 year,0.1574, 36 months,1,3,Medium,36,,,
6400,Debt consolidation,31224,RENT,09/06/2021,< 1 year,0.2383, 36 months,1,3,Medium,36,,,
20400,Debt consolidation,50000,RENT,11/01/2021,< 1 year,0.2062, 36 months,1,3,Medium,36,,,
16875,Debt consolidation,72000,RENT,11/01/2021,< 1 year,0.098, 36 months,1,3,Medium,36,,,
17900,Debt consolidation,65000,RENT,11/11/2021,< 1 year,0.2132, 36 months,1,3,Medium,36,,,
2875,Debt consolidation,66000,RENT,11/08/2021,< 1 year,0.216, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,62004,RENT,11/04/2021,< 1 year,0.055, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,81000,RENT,11/05/2021,< 1 year,0.0465, 36 months,1,3,Medium,36,,,
11200,Debt consolidation,70000,RENT,09/12/2021,< 1 year,0.1308, 36 months,1,3,Medium,36,,,
4800,Debt consolidation,33600,RENT,11/09/2021,< 1 year,0.09, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,50000,RENT,10/12/2021,< 1 year,0.0622, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,44000,RENT,09/03/2021,< 1 year,0.0499, 36 months,1,3,Medium,36,,,
8000,Debt consolidation,91000,RENT,11/02/2021,10+ years,0.106, 36 months,1,3,Medium,36,,,
14000,Debt consolidation,126251,RENT,11/03/2021,10+ years,0.0586, 36 months,1,3,Medium,36,,,
7200,Debt consolidation,75000,RENT,11/11/2021,2 years,0.2046, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,63000,RENT,11/10/2021,4 years,0.2349, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,75000,RENT,10/12/2021,5 years,0.1435, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,55000,RENT,10/08/2021,< 1 year,0.1968, 36 months,1,3,Medium,36,,,
6500,Debt consolidation,123000,RENT,11/09/2021,< 1 year,0.0588, 36 months,1,3,Medium,36,,,
8325,Debt consolidation,19000,RENT,11/12/2021,1 year,0.1989, 36 months,1,3,Low,36,,,
18000,Debt consolidation,175000,RENT,10/12/2021,1 year,0.1354, 36 months,1,3,Medium,36,,,
3950,Debt consolidation,45000,RENT,11/03/2021,1 year,0.1173, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,50000,RENT,11/10/2021,1 year,0.2736, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,135000,RENT,09/08/2021,1 year,0.077, 36 months,1,3,Medium,36,,,
7000,Debt consolidation,150000,RENT,11/06/2021,1 year,0.1759, 36 months,1,3,Medium,36,,,
14000,Debt consolidation,43738,RENT,10/04/2021,1 year,0.0027, 36 months,1,3,Medium,36,,,
17625,Debt consolidation,45000,RENT,11/11/2021,1 year,0.2467, 36 months,1,3,Medium,36,,,
14000,Debt consolidation,55000,RENT,11/11/2021,10+ years,0.2018, 36 months,1,3,Medium,36,,,
4500,Debt consolidation,30996,RENT,11/02/2021,10+ years,0.2087, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,38016,RENT,10/11/2021,10+ years,0.1424, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,75000,RENT,11/03/2021,10+ years,0.0301, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,90000,RENT,11/12/2021,10+ years,0.1191, 36 months,1,3,Medium,36,,,
13000,Debt consolidation,27600,RENT,10/12/2021,10+ years,0.1361, 36 months,1,3,Low,36,,,
14400,Debt consolidation,45000,RENT,11/03/2021,10+ years,0.1629, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,45000,RENT,11/03/2021,10+ years,0.0861, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,106000,RENT,10/07/2021,10+ years,0.1642, 36 months,1,3,Medium,36,,,
18000,Debt consolidation,86000,RENT,11/06/2021,10+ years,0.2828, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,121000,RENT,11/11/2021,10+ years,0.1262, 36 months,1,3,Medium,36,,,
7200,Debt consolidation,112123,RENT,09/09/2021,2 years,0.1389, 36 months,1,3,Medium,36,,,
16000,Debt consolidation,53000,RENT,11/11/2021,2 years,0.1868, 36 months,1,3,Medium,36,,,
28000,Debt consolidation,65000,RENT,11/11/2021,2 years,0.0679, 36 months,1,3,Medium,36,,,
11200,Debt consolidation,40000,RENT,10/05/2021,2 years,0.0615, 36 months,1,3,Medium,36,,,
4000,Debt consolidation,41160,RENT,10/04/2021,2 years,0.158, 36 months,1,3,Medium,36,,,
9500,Debt consolidation,60000,RENT,10/08/2021,3 years,0.1292, 36 months,1,3,Medium,36,,,
11000,Debt consolidation,56000,RENT,11/05/2021,3 years,0.1395, 36 months,1,3,Medium,36,,,
28000,Debt consolidation,96000,RENT,11/11/2021,3 years,0.038, 36 months,1,3,Medium,36,,,
15850,Debt consolidation,84000,RENT,11/06/2021,3 years,0.0031, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,120000,RENT,10/12/2021,3 years,0.1201, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,90000,RENT,11/02/2021,3 years,0.2276, 36 months,1,3,Medium,36,,,
3000,Debt consolidation,23000,RENT,11/04/2021,4 years,0.145, 36 months,1,3,Low,36,,,
6000,Debt consolidation,70000,RENT,10/12/2021,4 years,0.2273, 36 months,1,3,Medium,36,,,
12500,Debt consolidation,50000,RENT,11/01/2021,4 years,0.0283, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,50000,RENT,11/09/2021,4 years,0.0192, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,100000,RENT,09/06/2021,4 years,0.1823, 36 months,1,3,Medium,36,,,
13050,Debt consolidation,92500,RENT,11/02/2021,4 years,0.0492, 36 months,1,3,Medium,36,,,
8000,Debt consolidation,27024,RENT,11/06/2021,4 years,0.0537, 36 months,1,3,Low,36,,,
24000,Debt consolidation,95000,RENT,11/11/2021,4 years,0.2485, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,65000,RENT,11/10/2021,5 years,0.1503, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,60000,RENT,11/10/2021,5 years,0.2784, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,100000,RENT,11/10/2021,5 years,0.102, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,100000,RENT,11/06/2021,5 years,0.1888, 36 months,1,3,Medium,36,,,
11000,Debt consolidation,65000,RENT,11/10/2021,5 years,0.1988, 36 months,1,3,Medium,36,,,
5600,Debt consolidation,25000,RENT,11/03/2021,5 years,0.072, 36 months,1,3,Low,36,,,
13000,Debt consolidation,87000,RENT,11/04/2021,6 years,0.1059, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,114800,RENT,09/12/2021,6 years,0.0634, 36 months,1,3,Medium,36,,,
23800,Debt consolidation,60000,RENT,11/01/2021,7 years,0.1936, 36 months,1,3,Medium,36,,,
8000,Debt consolidation,64000,RENT,11/12/2021,8 years,0.0954, 36 months,1,3,Medium,36,,,
7500,Debt consolidation,55000,RENT,11/10/2021,8 years,0.019, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,190000,RENT,09/02/2021,8 years,0.0964, 36 months,1,3,Medium,36,,,
14400,Debt consolidation,80400,RENT,10/05/2021,8 years,0.167, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,97440,RENT,11/07/2021,9 years,0.1459, 36 months,1,3,Medium,36,,,
6825,Debt consolidation,24000,RENT,11/01/2021,< 1 year,0.094, 36 months,1,3,Low,36,,,
10000,Debt consolidation,85500,RENT,11/07/2021,< 1 year,0.0804, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,96000,RENT,11/08/2021,< 1 year,0.1968, 36 months,1,3,Medium,36,,,
6500,Debt consolidation,68000,RENT,11/10/2021,< 1 year,0.2259, 36 months,1,3,Medium,36,,,
22000,Debt consolidation,77000,RENT,10/12/2021,< 1 year,0.1016, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,80400,RENT,11/04/2021,< 1 year,0.0796, 36 months,1,3,Medium,36,,,
8450,Debt consolidation,42000,RENT,09/09/2021,< 1 year,0.1737, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,65000,RENT,10/07/2021,< 1 year,0.043, 36 months,1,3,Medium,36,,,
4700,Debt consolidation,86000,RENT,09/02/2021,< 1 year,0.1854, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,55070,RENT,11/06/2021,< 1 year,0.2508, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,75000,RENT,09/07/2021,< 1 year,0.1379, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,49268.48,RENT,11/04/2021,10+ years,0.075, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,72000,RENT,11/01/2021,3 years,0.0437, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,76000,RENT,11/11/2021,1 year,0.1012, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,72500,RENT,11/08/2021,1 year,0.0066, 36 months,1,3,Medium,36,,,
17475,Debt consolidation,35000,RENT,11/05/2021,1 year,0.1543, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,56000,RENT,10/11/2021,1 year,0.2288, 36 months,1,3,Medium,36,,,
28000,Debt consolidation,111000,RENT,11/11/2021,10+ years,0.1636, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,62000,RENT,09/08/2021,10+ years,0.1328, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,47000,RENT,11/02/2021,2 years,0.0564, 36 months,1,3,Medium,36,,,
14575,Debt consolidation,38800,RENT,09/09/2021,2 years,0.2471, 36 months,1,3,Medium,36,,,
7000,Debt consolidation,60140,RENT,09/09/2021,2 years,0.2273, 36 months,1,3,Medium,36,,,
8400,Debt consolidation,68000,RENT,10/07/2021,2 years,0.1782, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,34000,RENT,10/08/2021,4 years,0.2462, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,50000,RENT,11/06/2021,6 years,0.1812, 36 months,1,3,Medium,36,,,
5150,Debt consolidation,68000,RENT,11/11/2021,7 years,0, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,140000,RENT,10/12/2021,9 years,0.0409, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,150000,RENT,11/06/2021,< 1 year,0.1138, 36 months,1,3,Medium,36,,,
7500,Debt consolidation,35004,RENT,08/07/2021,< 1 year,0.06, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,148080,RENT,11/11/2021,< 1 year,0.1588, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,50000,RENT,11/11/2021,10+ years,0.066, 36 months,1,3,Medium,36,,,
17000,Debt consolidation,51000,RENT,11/07/2021,10+ years,0.2348, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,47700,RENT,10/05/2021,2 years,0.0979, 36 months,1,3,Medium,36,,,
12200,Debt consolidation,82100,RENT,11/10/2021,3 years,0.1238, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,75000,RENT,10/12/2021,3 years,0.0842, 36 months,1,3,Medium,36,,,
1800,Debt consolidation,33660,RENT,10/06/2021,3 years,0.1305, 36 months,1,3,Medium,36,,,
18000,Debt consolidation,171500,RENT,11/10/2021,6 years,0.0367, 36 months,1,3,Medium,36,,,
8800,Debt consolidation,48000,RENT,11/09/2021,7 years,0.2255, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,156000,RENT,10/12/2021,< 1 year,0.0642, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,25000,RENT,11/02/2021,< 1 year,0.1128, 36 months,1,3,Low,36,,,
7000,Debt consolidation,28704,RENT,09/07/2021,< 1 year,0.2454, 36 months,1,3,Low,36,,,
23000,Debt consolidation,91440,RENT,11/01/2021,10+ years,0.1459, 36 months,1,3,Medium,36,,,
17000,Debt consolidation,48000,RENT,10/08/2021,6 years,0.1488, 36 months,1,3,Medium,36,,,
14075,Debt consolidation,24000,RENT,09/09/2021,1 year,0.1315, 36 months,1,3,Low,36,,,
16000,Debt consolidation,40000,RENT,10/12/2021,1 year,0.0726, 36 months,1,3,Medium,36,,,
21000,Debt consolidation,93000,RENT,11/11/2021,1 year,0.2747, 36 months,1,3,Medium,36,,,
2400,Debt consolidation,21360,RENT,10/03/2021,1 year,0.0264, 36 months,1,3,Low,36,,,
10000,Debt consolidation,65000,RENT,11/01/2021,1 year,0.1189, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,45600,RENT,11/04/2021,1 year,0.1347, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,68000,RENT,11/11/2021,1 year,0.2419, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,62000,RENT,09/01/2021,1 year,0.0449, 36 months,1,3,Medium,36,,,
17600,Debt consolidation,70000,RENT,10/04/2021,1 year,0.1865, 36 months,1,3,Medium,36,,,
3000,Debt consolidation,42000,RENT,09/08/2021,1 year,0.2475, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,83000,RENT,10/12/2021,1 year,0.1782, 36 months,1,3,Medium,36,,,
4750,Debt consolidation,20400,RENT,11/07/2021,1 year,0.2335, 36 months,1,3,Low,36,,,
18000,Debt consolidation,50000,RENT,11/12/2021,1 year,0.2345, 36 months,1,3,Medium,36,,,
17500,Debt consolidation,48500,RENT,11/10/2021,1 year,0.2348, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,32000,RENT,11/10/2021,1 year,0.1271, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,35364,RENT,09/09/2021,1 year,0.1697, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,40000,RENT,11/11/2021,1 year,0.1506, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,157500,RENT,11/09/2021,1 year,0.1624, 36 months,1,3,Medium,36,,,
24250,Debt consolidation,200000,RENT,09/10/2021,1 year,0.1084, 36 months,1,3,Medium,36,,,
19425,Debt consolidation,54000,RENT,11/09/2021,1 year,0.2347, 36 months,1,3,Medium,36,,,
19850,Debt consolidation,53313,RENT,11/10/2021,10+ years,0.0966, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,96500,RENT,10/12/2021,10+ years,0.1933, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,74400,RENT,10/08/2021,10+ years,0.196, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,72000,RENT,11/05/2021,10+ years,0.256, 36 months,1,3,Medium,36,,,
5500,Debt consolidation,72000,RENT,11/09/2021,10+ years,0.1886, 36 months,1,3,Medium,36,,,
5650,Debt consolidation,51000,RENT,11/12/2021,10+ years,0.1729, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,68000,RENT,10/07/2021,10+ years,0.0844, 36 months,1,3,Medium,36,,,
34000,Debt consolidation,81000,RENT,11/04/2021,10+ years,0.1259, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,78000,RENT,10/09/2021,10+ years,0.1718, 36 months,1,3,Medium,36,,,
19800,Debt consolidation,116000,RENT,09/08/2021,10+ years,0.0129, 36 months,1,3,Medium,36,,,
17000,Debt consolidation,90000,RENT,11/07/2021,10+ years,0.2468, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,56000,RENT,10/09/2021,10+ years,0.0626, 36 months,1,3,Medium,36,,,
7000,Debt consolidation,64000,RENT,11/06/2021,10+ years,0.0977, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,63000,RENT,11/12/2021,10+ years,0.2333, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,125004,RENT,10/12/2021,10+ years,0.1003, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,70000,RENT,11/08/2021,10+ years,0.2546, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,62400,RENT,10/06/2021,10+ years,0.2077, 36 months,1,3,Medium,36,,,
30000,Debt consolidation,61200,RENT,11/09/2021,10+ years,0.1961, 36 months,1,3,Medium,36,,,
35000,Debt consolidation,85000,RENT,11/04/2021,10+ years,0.0637, 36 months,1,3,Medium,36,,,
16000,Debt consolidation,60000,RENT,10/07/2021,10+ years,0.2164, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,57000,RENT,11/11/2021,10+ years,0.2274, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,85000,RENT,11/04/2021,10+ years,0.0658, 36 months,1,3,Medium,36,,,
8500,Debt consolidation,38400,RENT,11/08/2021,10+ years,0.1931, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,90000,RENT,11/06/2021,10+ years,0.1597, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,65000,RENT,11/11/2021,10+ years,0.2105, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,51996,RENT,11/09/2021,10+ years,0.1362, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,110000,RENT,09/10/2021,10+ years,0.0578, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,47840,RENT,11/11/2021,10+ years,0.1721, 36 months,1,3,Medium,36,,,
7800,Debt consolidation,41004,RENT,08/11/2021,10+ years,0.2046, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,54000,RENT,11/02/2021,10+ years,0.2116, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,24000,RENT,10/08/2021,10+ years,0, 36 months,1,3,Low,36,,,
29700,Debt consolidation,73000,RENT,11/04/2021,10+ years,0.2645, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,84000,RENT,11/02/2021,10+ years,0.2026, 36 months,1,3,Medium,36,,,
7000,Debt consolidation,64600,RENT,10/09/2021,10+ years,0.1547, 36 months,1,3,Medium,36,,,
28000,Debt consolidation,151200,RENT,11/02/2021,10+ years,0.086, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,55059.49,RENT,09/10/2021,10+ years,0.2155, 36 months,1,3,Medium,36,,,
5000,Debt consolidation,135000,RENT,10/05/2021,10+ years,0.2476, 36 months,1,3,Medium,36,,,
7000,Debt consolidation,48000,RENT,11/12/2021,10+ years,0.2195, 36 months,1,3,Medium,36,,,
6000,Debt consolidation,40000,RENT,11/09/2021,2 years,0.1383, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,30000,RENT,11/10/2021,2 years,0.1764, 36 months,1,3,Medium,36,,,
24000,Debt consolidation,130000,RENT,11/12/2021,2 years,0.0581, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,85000,RENT,09/06/2021,2 years,0.0573, 36 months,1,3,Medium,36,,,
18500,Debt consolidation,74196,RENT,09/05/2021,2 years,0.0873, 36 months,1,3,Medium,36,,,
6400,Debt consolidation,36000,RENT,11/06/2021,2 years,0.1383, 36 months,1,3,Medium,36,,,
11500,Debt consolidation,92259,RENT,11/01/2021,2 years,0.1448, 36 months,1,3,Medium,36,,,
13050,Debt consolidation,63000,RENT,09/10/2021,2 years,0.1333, 36 months,1,3,Medium,36,,,
20400,Debt consolidation,80004,RENT,10/05/2021,2 years,0.2038, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,52500,RENT,11/04/2021,2 years,0.0896, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,57500,RENT,11/04/2021,2 years,0.0075, 36 months,1,3,Medium,36,,,
14000,Debt consolidation,82000,RENT,11/01/2021,2 years,0.138, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,67000,RENT,11/05/2021,2 years,0.2044, 36 months,1,3,Medium,36,,,
16000,Debt consolidation,35000,RENT,11/11/2021,2 years,0.1731, 36 months,1,3,Medium,36,,,
4000,Debt consolidation,24000,RENT,10/05/2021,2 years,0.114, 36 months,1,3,Low,36,,,
25000,Debt consolidation,102000,RENT,10/10/2021,2 years,0.1842, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,55000,RENT,09/11/2021,2 years,0.1313, 36 months,1,3,Medium,36,,,
16000,Debt consolidation,64000,RENT,11/02/2021,2 years,0.2762, 36 months,1,3,Medium,36,,,
23600,Debt consolidation,54996,RENT,09/07/2021,2 years,0.1621, 36 months,1,3,Medium,36,,,
11000,Debt consolidation,63000,RENT,11/10/2021,2 years,0.087, 36 months,1,3,Medium,36,,,
15000,Debt consolidation,70000,RENT,09/02/2021,2 years,0.0619, 36 months,1,3,Medium,36,,,
13200,Debt consolidation,40000,RENT,11/11/2021,2 years,0.1254, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,36780,RENT,11/05/2021,2 years,0.1984, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,72000,RENT,09/08/2021,2 years,0.1412, 36 months,1,3,Medium,36,,,
14000,Debt consolidation,70000,RENT,10/12/2021,2 years,0.1303, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,54000,RENT,10/04/2021,2 years,0.1738, 36 months,1,3,Medium,36,,,
16000,Debt consolidation,96000,RENT,11/09/2021,2 years,0.0716, 36 months,1,3,Medium,36,,,
3000,Debt consolidation,48996,RENT,10/12/2021,2 years,0.1278, 36 months,1,3,Medium,36,,,
8000,Debt consolidation,38004,RENT,10/05/2021,2 years,0.0268, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,48000,RENT,09/07/2021,2 years,0.1835, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,60000,RENT,11/01/2021,2 years,0.225, 36 months,1,3,Medium,36,,,
11100,Debt consolidation,32244,RENT,09/03/2021,2 years,0.2371, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,35000,RENT,10/01/2021,2 years,0.2129, 36 months,1,3,Medium,36,,,
6800,Debt consolidation,55000.99,RENT,11/09/2021,2 years,0.1067, 36 months,1,3,Medium,36,,,
11200,Debt consolidation,87500,RENT,11/06/2021,2 years,0.1901, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,119000,RENT,10/10/2021,2 years,0.1444, 36 months,1,3,Medium,36,,,
20000,Debt consolidation,94500,RENT,11/12/2021,2 years,0.213, 36 months,1,3,Medium,36,,,
25000,Debt consolidation,80000,RENT,11/12/2021,2 years,0.0933, 36 months,1,3,Medium,36,,,
4800,Debt consolidation,35000,RENT,11/05/2021,3 years,0.0257, 36 months,1,3,Medium,36,,,
8000,Debt consolidation,33600,RENT,10/07/2021,3 years,0.0182, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,67000,RENT,11/06/2021,3 years,0.072, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,140000,RENT,11/11/2021,3 years,0.1016, 36 months,1,3,Medium,36,,,
9900,Debt consolidation,39000,RENT,09/07/2021,3 years,0.1465, 36 months,1,3,Medium,36,,,
12000,Debt consolidation,38599.8,RENT,10/10/2021,3 years,0.1971, 36 months,1,3,Medium,36,,,
10000,Debt consolidation,26400,RENT,10/05/2021,3 years,0.1927, 36 months,1,3,Low,36,,,
10750,Debt consolidation,24960,RENT,10/03/2021,3 years,0.2024, 36 months,1,3,Low,36,,,
20000,Debt consolidation,140000,RENT,11/03/2021,3 years,0.0525, 36 months,1,3,Medium,36,,,
9000,Debt consolidation,74000,RENT,11/01/2021,3 years,0.1361, 36 months,1,3,Medium,36,,,
3000,Debt consolidation,18000,RENT,11/06/2021,3 years,0.0413, 36 months,1,3,Low,36,,,
22000,Debt consolidation,74064,RENT,11/08/2021,3 years,0.0894, 36 months,1,3,Medium,36,,,
